Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Science,"₹6K
₹160K","Selecting features, building and optimizing classifiers using machine learning techniques.
Data mining using state-of-the-art methods.
Extending company's data with third party sources of information when needed.
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Processing, cleansing, and verifying the integrity of data used for analysis.
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Creating Heat Maps, should be able to develop custom codes over Google Maps API
Deduce a unique and more efficient TRP (Television Rating Point) system and similar rating system for other advertising
mediums like Radio and Print

Location: India (Bengaluru)",3.7,"ADmyBRAND
3.7",Bangalore,-1,1 to 50 Employees,2016,Company - Private,Publishing,Media,$5 to $10 million (USD),-1
Principal Data Scientist - AI for Security,"₹50K
₹934K","Date: Jul 22, 2020

Ericsson is one of the leading providers of Information and Communication Technology (ICT) to service providers. We enable the full value of connectivity by creating game-changing technology and services that are easy to use, adopt, and scale, making our customers successful in a fully connected world. Headquartered in Stockholm, Sweden, Ericsson is proud of its global presence across 100+ countries and market areas. With a strong focus on innovation, we possess 49 thousand registered patents and a global strength of over 95 thousand competent professionals. We also take pride in supporting networks that cater to a capacity of 40 percent of the world’s mobile traffic, thereby connecting more than 2.5 billion subscribers and counting. We are a world leader in the rapidly changing environment of communications technology – by providing hardware, software, and services to enable the full value of connectivity.

Exciting Opportunity:

The complexity of emerging 5G networks makes manual management and operations of these networks impossible. AI technologies, including Machine Learning, are increasingly being used to drive intelligent automation and autonomous operation of 5G networks that will drive economic and social transformation. Towards this, we have setup a Global AI Accelerator (GAIA) in the US, Sweden and India, with 300 experts, to fast-track our strategy execution.

We use a combination of Machine Learning and other Artificial Intelligence technologies to drive thought leadership to automate and transform Ericsson offerings and operations, including new and emerging business. This includes development of models, frameworks and infrastructure where we not only drive AI based product innovation, but also push the AI technology frontiers. We engage in both academic and industry collaborations and drive the digitalization of Ericsson and the industry by developing state of the art solutions that simplify and automate processes in our products and services and build new value through data driven insights.

For mission critical telecom systems, security is a key concern. The scope of security spans the full range from infrastructure, platform, middleware and finally the network/third party applications. With the emerging distributed cloud based telecom systems, the resulting threat surface has to be evaluated from the ground up and it is here that AI technologies will play a key role towards identifying potential vulnerabilities, detecting system anomalies and automatically taking actions to address potential security issues.

Ericsson is now looking for Principal Data Scientists with a strong background in applying AI for Security for our GAIA team in Bangalore.

Role Summary:

As a Principal Data Scientist, you will build and deploy AI models into production with focus on scaling, monitoring and performance. You will work with business stakeholders to define and formulate the right business problems.

Your knowledge and experience in Data Science methodologies will be applied to solve challenging real-world problems as part of a highly dynamic and global team. You will work in a highly collaborative environment where you communicate and plan tasks and ideas. You will be working on high impact initiatives with other data scientists to drive growth and economic profitability for Ericsson and its customers by accelerating Ericsson’s AI offerings. Your contribution will also help to create new offerings in the areas of AI driven 4G and 5G network, distributed cloud, IoT and other emerging businesses.

Key Responsibilities:
Lead multiple AI/ML projects for a certain product/business
Manage communication, planning and collaboration with business stakeholders.
Work with huge datasets including petabytes of 4G/5G-networks, IoT and exogenous data
Identify the model monitoring strategy in production and retraining plan.
Define data sourcing, access and pipeline design. Identify and plan for sourcing external data.
Model the business problem statement into an AI/ML problem.
Define the Data sourcing strategy and work with stakeholders to procure data.
Contribute to the intellectual property creation for Ericsson in AI/ML
Define/Design data storage and retrieval strategies from various kind of data sources such as NOSQL Databases. Design data pipelines and flow strategies.
Design APIs for AI/ML models with focus on business, modularity and versioning; and build standard/canonical data models by combining multiple data sources.
Lead functional and technical analysis within Ericsson businesses and for strategic customers to understand MI-driven business needs and opportunities
Contribute to rapid and iterative development of validated minimum viable solutions addressing these needs. This includes working with petabytes of 4G/5G-networks, IoT and exogenous data, and proposing/selecting/testing predictive models, recommendation engines, anomaly detection systems, statistical models, deep learning, reinforcement learning and other machine learning systems
Lead studies and creative usage of new and/or existing data sources. Work with Data Architects to leverage existing data models and build new ones as needed.
Collaborate with product development teams and partners in Ericsson Businesses to industrialize machine learning models and solutions as part of Ericsson offerings including providing source code, workflows and documents
Work with new technologies and be the ambassador for them in AI Communities within Ericsson, nurturing the communities and mentoring junior data scientists.
Provide AI Competence build-up in Ericsson Businesses and Customer Serving Units
Develop new and apply/extend existing, concepts, methodologies, techniques for cross functional initiatives
Engage with external ecosystem (academia, technology leaders, open source etc.) to develop the skills and technology portfolio for AI needs
Present and be prominent in AI related forums and conferences, e.g., publishing patents, presenting papers, organizing sessions etc.
Key Qualifications:
Bachelors/Masters/Ph.D. in Computer Science, Data Science, Artificial Intelligence, Machine Learning, Electrical Engineering or related disciplines from any of the reputed institutes.
Applied experience: 8+ years of ML and/or AI production level experience; and an overall industry experience of about 15+ years.
Strong knowledge and 5+ years of hands-on experience in the following areas:
Vulnerability detection in networks and systems
Threat detection - Attacks and Compromised systems
Automated remediation using AI
Understanding of security issues in Cloud Native deployments (ranging from on-prem, private clouds, public clouds)
Deep experience with application of AI technologies to develop full stack security solutions (low footprint devices to high end data centres, low level hardware infrastructure to end user/application security)
Privacy & fairness
Understanding of 5G security challenges a big plus
Understanding of security implications of AI components/technologies (model/data security etc) is a big plus
Solid understanding of Machine learning and Deep learning
Proven skills of implementing a variety of Machine Learning techniques
Strong grounding in mathematics, probability, statistics needed for data analysis and experiments
Proven skills in building AI/ML based solutions using a variety of frameworks such as Python, R, H2O, Keras, TensorFlow, Spark ML etc.
Extensive experience in model development and life-cycle-management in one or more industry/application domain
Able to build and deploy AI models into production with focus on scaling, monitoring and performance
Knowledge of building explainable models (XAI) and prescriptive analytics
Knowledge of designing data pipelines and flow strategies
Familiarity with data pipelining frameworks such as Air Flow, AWS Sagemaker, etc. would be a plus
Able to design APIs for AI/ML models with focus on business, modularity and versioning
Experience in writing and presenting white papers, journal articles and technical blogs on the results
Soft Skills:
Good communication skills in written and spoken English
Great Team worker and collaborator
Creativity and ability to formulate problems and solve them independently
Self-driven and ability to work through abstraction
Ability to build and nurture internal and external communities
Additional Requirements:
Security certifications is a plus
Applications/Domain-knowledge in Telecommunication and/or IoT, a plus.
Experience with data visualization and dashboard creation is a plus
Knowledge of Cognitive models is a plus
Ability to work independently with high energy, enthusiasm and persistence
Experience in partnering and collaborative co-creation, i.e., working with complex multiple stakeholder business units, global customers, technology and other ecosystem partners in a multi-culture, global matrix organization with sensitivity and persistence
What’s in it for you?

With over 90,000 employees across 180+ countries, we have a culture that respects and supports your ambitions, in alignment with our values of Respect, Professionalism and Perseverance. Ericsson is extremely focused on learning and development, supports mobility and flexible working hours. We are also committed to diversity and inclusion and to be a responsible and relevant driver of positive change. We also offer some awesome benefits, amazing career development and training programs to provide an empowered career in a connected world.

Next Steps:

What happens next once you apply? Read about the next steps here

For your prep and reference, here is our overall Brand video and some insights about our innovations in 5G

Ericsson provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, marital status, pregnancy, parental status, national origin, ethnic background, age, disability, political opinion, social status, veteran status, union membership or genetics. Ericsson complies with applicable country, state and all local laws governing nondiscrimination in employment in every location across the world in which the company has facilities. In addition, Ericsson supports the UN Guiding Principles for Business and Human Rights and the United Nations Global Compact. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, training and development. Ericsson expressly prohibits any form of workplace harassment based on race, color, religion, sex, sexual orientation, marital status, pregnancy, parental status, national origin, ethnic background, age, disability, political opinion, social status, veteran status, union membership or genetic information.",3.9,"Ericsson-Worldwide
3.9",Bangalore,-1,10000+ Employees,1876,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
Data Scientist II,"₹76K
₹4,211K","Looking to Growth hack your career?

Looking to be part of the transformational Microsoft Azure cloud journey as part of the C+AI team? Passionate to leverage latest technologies to enable the next big opportunity in the Commercial Cloud business of Microsoft? Passionate to engineer high scale end to end capabilities on Azure which powers $80B+ of Revenue? Obsessed about Customers and Partner experiences?

The Azure Commerce + Ecosystems (C+E) team enables one of Microsoft’s most business-critical needs, building the services and tools to enable commerce across Microsoft. Given Microsoft's global presence in over 240 markets, close to 150 million transactions a day, and billions of dollars in revenue, commerce services need to be true internet scale and have state of the art availability, reliability and responsiveness.

Join the Azure Commerce + Ecosystems (C+E) team – Commerce Revenue Services (CRS) Team. Responsible for running Microsoft Commercial Commerce Engine, Licensing and Fulfilments for millions of customers, through millions of transactions per day and processing of $80B+ of Microsoft Revenue running completely on Azure Platform leveraging multitude of Azure offerings across PaaS, IaaS and Serverless.

As we embark on our next rung of growth, we have bold goals to build a modern commerce platform for Microsoft which focus on Simplification of Licensing, Faster Go To Market, Improve experience of Partners & Customers in both Commercial & Consumer space.

Our Team Culture:
Work Environment where exploration, experimentation is encouraged
Simplifying customer experiences by latest technologies and matured engineering processes
Empowering and Enabling individuals & teams to realize their full potential
Data & Insights driven roadmap of products & decision making
Focus on outcome, customer pain points, high quality of delivery
Responsibilities

We are looking for a Data scientist to help us achieve our bold goals in building the next gen intelligent Enterprise Commerce platform. The ideal candidate will have good Machine Learning knowledge with hands on experience in solving complex real-world ML problems. In addition, the candidate will have knowledge of one or more ML frameworks and a deep understanding of the different types of machine learning algorithms and their applications with hands-on experience in implementing solutions with at least a few of them.

Deliver E2E Machine learning based solutions with measurable quality metrics meeting the business/customer need
Ability to design and build an efficient data pipeline that can train, test and deploy high quality models into production
Ability to establish the right set of metrics for measuring the quality of the ML solution, which are reflective of the quality needs of the customer and accurately tracks the usefulness of the solution
Ability to write scalable and quality scripts for data wrangling with a good understanding of the data in the context of the business process
Collaborate with rest of the team to drive decision making and roadmaps with focus on outcomes
Qualifications
3+ years of experience in working on real-world ML/AI problems and shipping the solutions to production with real business impact
3+ years of experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets is required.
Experience with experiments, machine learning, anomaly detection, predictive analysis, exploratory data analysis, and/or other areas of data science on a large-scale product.
Experience with coordinating specific phases of data analytics (extraction, analysis, manipulation, synthesis, summary, validation, testing, and maintenance) with the objective of creating and building predictive models and algorithms is highly desired.
Advanced data visualization experience is a plus.
Engineering experience using large data systems on SQL, Hadoop, Hive queries, etc.is nice to have.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",4.3,"Microsoft
4.3",Hyderābād,-1,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Senior Big Data Engineer,"₹331K
₹685K","Punchh creates the consistent, modern experiences consumers expect by bringing the power of identity resolution into physical retail. Punchh is the leader in delivering one-to-one customer engagement and loyalty beyond mobile devices for a consistent brand experience through every channel. The Punchh Loyalty and Engagement Platform, powered through artificial intelligence, guides consumers through their lifecycle from first-time customer to superfan, building meaningful relationships and dramatically increasing lifetime customer value. Nearly 200 global enterprise brands rely on Punchh to grow revenue by building customer relationships. The company is based in Silicon Valley, California with a second US office in Austin, TX and global offices across Canada, India, the United Kingdom, and Singapore.

Total and Relevant Experience Required: Min. 5+ yrs

What You'll Do

Punchh is seeking to hire Big Data Engineer at either a senior or tech lead level. Reporting to the Director of Big Data, he/she will play a critical role in leading Punchh's big data innovations. By leveraging prior industrial experience in big data, he/she will help create cutting-edge data and analytics products for Punchh's business partners.

This role requires close collaborations with data, engineering, and product organizations. His/her job functions include
Work with large data sets and implement sophisticated data pipelines with both structured and structured data.
Collaborate with stakeholders to design scalable solutions.
Manage and optimize our internal data pipeline that supports marketing, customer success and data science to name a few.
A technical leader of Punchh's big data platform that supports AI and BI products.
Work with infra and operations team to monitor and optimize existing infrastructure
Occasional business travels are required.
What You'll Need
5+ years of experience as a Big Data engineering professional, developing scalable big data solutions.
Advanced degree in computer science, engineering or other related fields.
Demonstrated strength in data modelling, data warehousing and SQL.
Extensive knowledge with cloud technologies, e.g. AWS and Azure.
Excellent software engineering background. High familiarity with software development life cycle. Familiarity with GitHub/Airflow.
Advanced knowledge of big data technologies, such as programming language (Python, Java), relational (Postgres, mysql), NoSQL (Mongodb), Hadoop (EMR) and streaming (Kafka, Spark).
Strong problem solving skills with demonstrated rigor in building and maintaining a complex data pipeline.
Exceptional communication skills and ability to articulate a complex concept with thoughtful, actionable recommendations.",4.1,"Punchh
4.1",Jaipur,-1,201 to 500 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
Data Analyst,"₹ 192
₹ 206","Graduate in the analytical fields with strong academic credentials
Excellent written and verbal communication skills
Should have worked on excel and advance excel, MS Office
Please send your CV to:careers@q-dat.com",5.0,"Q-Dat IT Solutions
5.0",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Science-Python Programming Language,"₹52K
₹9,718K","Job Skill: Python Programming Language
Designation: Career Level - 10-Analyst
Job Location: Mumbai
Qualifications: Any Graduation
Years of Experience: 5-8 years
About Accenture


Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive, technology and operations, with digital capabilities across all of these services. We combine unmatched experience and specialized capabilities across more than 40 industries - powered by the world's largest network of Advanced Technology and Intelligent Operations centers. With 513,000 people serving clients in more than 120 countries, Accenture brings continuous innovation to help clients improve their performance and create lasting value across their enterprises. Visit us at www.accenture.com



Job Summary


You will be aligned with our Insights & Intelligence vertical and help us generate insights by leveraging different analytics tools and techniques to deliver value to our clients. You will also help us apply your expertise in building world class solutions, conquering the business problems, addressing technical challenges using AI Platforms and technologies. You will be required to utilize the existing frameworks, standards, patterns to create architectural foundation and services necessary for AI applications that scale from multi-user to enterprise class and demonstrate self as an expert by actively blogging, publishing research papers and creating awareness in this emerging area.

In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant business value. This will involve creating models and processes to collect, distill and interpret data with a view to aid more informed decision making, examine and explore data from multiple sources with the goal of discovering insights which in turn can provide competitive advantage for our client.

You will be primarily using Python Programming Language to help build multiple programming paradigms including procedural, object-oriented and functional programming. You will have to write logical code for different projects and take a constructive and object orientated approach.

Roles and Responsibilities


In this role you are required to do analysis and solving of increasingly complex problems. Your day to day interactions are with peers within Accenture. You are likely to have some interaction with clients and/or Accenture management. You will be given minimal instruction on daily work/tasks and a moderate level of instruction on new assignments. Decisions that are made by you impact your own work and may impact the work of others. In this role you would be an individual contributor and/or oversee a small work effort and/or team. Please note that this role may require you to work in rotational shifts.",3.9,"Accenture
3.9",Mumbai,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
Data Analyst/Scientist,-1,"We are looking for a Data Analyst/Scientist to analyze large amounts of raw information to find patterns/outliers that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math, and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.

Responsibilities

Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Combine models through ensemble modeling
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams

Requirements

5+ years of experience
Proven experience as a Data Scientist or Data Analyst
Experience in data mining
Understanding of machine-learning and operations research
Working knowledge of Machine Learning algorithms ( GLM, GBM, XGBoost)
Knowledge of deep learning models and frameworks
Knowledge of SQL and Python; familiarity with Scala, Java or C++ is an asset
Experience using business intelligence tools (e.g. Tableau, Data Studio) and data frameworks (e.g. Hadoop, Spark)
Familiarity with Python libraries (Pandas, Celery, MultiProcessing)
Familiarity with machine learning frameworks (like H2O, scikit-learn)
Analytical mind and business acumen
Strong math skills (e.g. statistics, algebra)
Problem-solving aptitude
Excellent communication and presentation skills
BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred",-1,hudsondata.com,Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
Python Machine Learning & Data Science Fresher Intern,-1,"Job Summary
Developing a project on Python , Machine Learning, Data Science
Key Skills
C,C++, Python , Machine Learning, Data Science
Job Types: Full-time, Internship, Fresher
Education:
Bachelor's (Preferred)
Selection rounds:
Technical Interview
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19",5.0,"Softtronix IT Solution
5.0",Nāgpur,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Analyst,"₹1,081K
₹1,222K","Purpose: Data Analyst will be responsible for collecting data from various sources and ensuring data integrity; maintaining and managing current database; performing statistical and qualitative data analysis; modelling data with the goal of discovering useful business insights and creating reports with business insights generated during data analysis.

This role actively supports reporting project schedules, deployment plans, Work allocation, key statuses of projects as well as supporting Project Managers and other functional mangers on the development of the projects.

Essential Functions:
Responsible for periodical reporting on the projects performance.
Explore and analyze datasets with tools like Excel – once the data is organized you're going to need a tool like Excel to help explore and analyze it.
Visualize data insights and communicate your findings to teams across the organization – few people enjoy looking at tables and sheets so data visualization is going to be a necessity for some roles.
Work with peers in data team to enhance and improve current tools and dashboard, as well as develop new ones.
Identify trends and patterns in complex data sets
Data analysis and results interpretation using statistical techniques
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Contribute to the collection of data from primary and secondary data sources
Should be able to work on multiple projects at the same time.
Reporting on key statuses of projects, identifying issues and their impact, and recommending solutions proactively.
Willing to work in both India and US time zones.
Willing to work in shifts.
Knowledge/Skills/Abilities:

Required:
Minimum of a Bachelor's degree or equivalent.
Minimum 3 years of experience in data analysis techniques (especially MS Excel) and data manipulation
Strong working knowledge of MS Office products
Ability to work with large amounts of data: facts, figures, and number crunching
Familiarity with database systems, Excel, and other data manipulation technologies (Example, word processors like Epsilon), and data visualization platform
Excellent analytical and logical reasoning skills
Excellent communication skills, both verbal and written
Physical Demands:
Frequent sitting.
Travel may be required",3.2,"Aclara
3.2",Hyderābād,-1,501 to 1000 Employees,1995,Company - Public,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1
Data Sciences - Associate,"₹400K
₹817K","Job Description – Associate - Data Science

We, at TheMathCompany, enable data analytics transformations for Fortune 500 organizations across the world. We enable our clients to build core capabilities that set them on a path to achieve analytics self-sufficiency.
Over the last three years, we have been consistently doubling in size year-on-year with 300 (and counting…) Data Scientists & Engineers, Consultants, and Visualization experts
TheMathCompany has won multiple awards recognizing us as a global Data and Analytics firm – We ranked #23 in the Deloitte Technology Fast 500™ Asia Pacific 2019 and #2 in Deloitte Technology Fast 50™ India 2019.
35+ Fortune 500 Companies, from almost 10 different industries and countries, trust us to power their analytical transformation.
WHAT’S IN IT FOR YOU:
An exciting opportunity to be a part of the growth journey of one of the fastest-growing AI & ML firms – scope for experimentation, the big & small victories, the learnings and everything in between
Our in-house learning and development cell - Co.ach, run by world-class data analytics experts, enables our folks to stay up to date with the latest trends and technologies
At TheMathCompany, we insist on a culture that provides us all with enough flexibility to accommodate our personal lives without compromising on the dream of building a great company
We are changing the way companies go about executing enterprise-wide data engineering and data science initiatives, and we’d love to have you grow with us on this journey
ROLE DESCRIPTION

As an Associate, you will be responsible for a wide range of opportunities to ensure you have a steep learning curve. Along with solving complicated business problems for organizations using data science techniques, you will be the face of MathCo. in client engagements. You will also have multiple opportunities to build, design & execute initiatives (ranging from contributing to the hiring & training programs to developing learning packages utilizing hot Analytics industry trends) that help us in our growth trajectory

The responsibilities are detailed as below:
Liaising with clients/stakeholders to understand the business problem
Define, breakdown and solve the business problems across domains while leveraging conventional & new age data sources, and a wide array of techniques
Accountable for the delivery of end to end analytical solutions
Depending on the engagement, lead a team of Analysts/Associates to enable consumption of the analytical solution
Contributing to the learning programs through sessions, content creations, etc. based on the nature of the engagements
REQUIRED QUALIFICATIONS

We are looking for individuals who are curious, excited about learning and navigating through the uncertainties and complexities that are associated with a growing company. Some qualifications that we think would help you thrive in this role are:
Strong application knowledge on tools (R/SAS/Python/SPSS etc.) and techniques (Regression, Machine Learning, Classification, Time series, etc.)
Experience of working on analytics projects and initiatives, preferably around 2-5 years
Strong analytical/problem-solving skills/mindset
Bachelor/Master of Engineering, BSc/MSc Honours, Ph.D. or equivalent
PREFERRED QUALIFICATIONS
Experience or certifications with visualization tools (Tableau/Qlik/PowerBI etc)
Understanding of software development methodologies (Agile essential), values, and procedures
Well versed with big data handling using Hadoop, etc.
Strong cultural fit
Ability to work without guidance
Focused on continuous learning and improvement
Ownership to drive results and strive for excellence
Takes initiatives to foster company growth
Develops and Engages the team
Supports diversity and understand different perspectives
Communicates effectively
High Emotional Quotient
TheMathCompany would provide you with an ecosystem to learn and grow in your professional journey, offering guidance to help you be successful. We are also a fun bunch and will help you in making this memorable.

Do you believe you have what it takes to build TheMathCompany and analytics capabilities for Fortune 500 organizations?

Have some questions or suggestions? Unclear about certain opportunities? Feel free to reach out to us anytime for a friendly chat:

Website: http://themathcompany.com/

e-mail: careers@themathcompany.com

About US | LinkedIn | Culture",3.5,"TheMathCompany
3.5",Bangalore,-1,201 to 500 Employees,2016,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Machine Learning Engineer,"₹29K
₹31K","We are looking for an expert in machine learning to help us extract value from our data. You will lead all the processes from data collection, cleaning, and preprocessing, to training models and deploying them to production. The ideal candidate will be passionate about artificial intelligence and stay up-to-date with the latest developments in the field, and know how to program in C++ (we rarely use Python).

Requirements
B.Tech./ B.E / MCA degree in Computer Science, Engineering or a related stream.
3+ years of machine learning experience.
Proficiency with a deep learning framework such as TensorFlow or TensorRT.
Expertise in visualizing and manipulating big datasets.
Proficiency with Linux, C++, OpenCL, OpenMP and OpenCV (we have no use of Python in deployments).
Ability to determine hardware requirements to run an ML model with the required latency.
Extremely good understanding of embeddings, and how to play with them.
Extremely good understanding of CNN, LSTM, GANs, Attention Models, Advanced Loss Functions, Hyper-convergence and batch processing.
What we Expect from you?
Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability.
Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world.
Verifying data quality, and/or ensuring it via data cleaning.
Supervising the data acquisition process if more data is needed.
Defining validation strategies.
Defining the preprocessing or feature engineering to be done on a given dataset.
Defining data augmentation pipelines.
Training models with hyper-convergence strategies and tuning their hyperparameters.
Analyzing the errors of the model and designing strategies to overcome them.
Deploying models to production in C++.
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress.",4.1,"Inkers
4.1",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Scientist Senior,"₹108K
₹2,206K","Position: Senior

Education:
B.Tech/M.Tech/Masters/PhD

Experience
5 - 8 years of experience.
Should have had hands on experience in ML/ Advanced Analytics
Hands on AI projects would be preferred
Should have had experience in external client facing roles
Good communication skill

Key responsibilities
Hands-on work and delivery of Advanced analytics/ML/AI projects
Handle client interactions and client management
Mentoring of the juniors

Qualifications, Education and Certification
B.Tech / M.Tech /Masters/ PhD in Statistics, Economics, Computer Science, Robotics, Industrial or Mechanical Engineering or related areas
Excellent knowledge in statistical techniques and advanced machine learning algorithms - regression, classification, clustering, time series, decision trees, text analytics, NLP etc
Expert in Python/R coding
Knowledge in Neural Networks/ Deep Learning/ AI would be added advantage
Excellent communication, consulting & project management skills",3.8,"EY
3.8",India,-1,10000+ Employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),-1
Data Scientist - Signal processing,"₹90K
₹3,250K","ABB Global Industries and Services Private Limited (GISPL) is a company which has 5 functions to support ABB projects globally. We have 2000 employees as a part of this company serving in the areas of Research, Development, Engineering center and Regional ERP support center which contributes to ABB's 5 divisions globally. In 2015 the company name was registered as ABB Global Industries and Services Private Limited (GISPL).

ABB Industrial Automation is writing the future of safe and smart operations. With our deep industry knowledge and automation expertise, we understand the needs of our customers and enable them to lead through safer, more productive, and energy efficient operations.

Reporting to the Head of Solution & Value Engineering and you will be supporting strategic corporate technology direction by focusing on solving industrial problems through reliable research work.Your responsibilitiesYour backgroundMore about usBring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution – creating a sustainable future for our planet, and your career. Join ABB and harness the power of our diverse global network, as you collaborate with and learn from our world-class teams. Above all, challenge yourself every day. Let’s write the future, together.

Important, please include in your CV the following passage:

“I hereby agree for my personal data, included in my job application, to be processed in line with the needs of recruitment, in accordance with the Law on Personal Data Protection of 29th August 1997 (Law Gazette from 2002, No.101, heading 926, as amended)”",3.9,"ABB
3.9",Bangalore,-1,10000+ Employees,1891,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),-1
Research Associate/Research Scientist (Downstream Process),"₹44K
₹47K","Position: Research Associate/Research Scientist (Downstream Process)

Location: Bangalore, India

Contact: Please email admin@stringbio.com

No of Openings: 1

The candidate will be responsible for design, planning and execution of downstream processes. The employee will also be involved in compilation and interpretation of data from lab scale experiments. He/she will be responsible for inventory management which includes the amount and efficiency of product generation. He/she will be responsible for coordination of activities related to departmental audits, communicating with vendors for technical queries, preparation of BMR, SOP, technical presentations and data compilation. The candidate is someone who is enthusiastic about taking challenges and has an eagerness to learn new techniques.

POSITION RESPONSIBILITIES

Design, plan, test and improve downstream processing for a particular molecule.
Support and manage operations of separation, chromatography, TFF, filtration and drying systems.
Quantify, monitor and establish the yield and efficiency of unit operations
Optimize the process for specific target metrics
Monitor and support end to end execution at lab and pilot scale
Should be conversant with interpretation of analytical and process data and should be conversant with DSP scale-up principles.
Good communication skills.
Be a conscientious laboratory citizen.
Adhere to EH&S standards, and use knowledge of laboratory procedures to advance projects under shifting priorities and timelines.
The position is full-time.

CANDIDATE PROFILE

EDUCATION AND EXPERIENCE

M.Tech in Bio-Chemistry/Bio-Technology, MS/M.Sc(Science) in Biotechnology

>4 years’ work experience in downstream process

Experience in unit operations like separation, filtration, drying, centrifugation etc.

Proficiency with MS Office suite.

PERSONAL QUALITIES

Driven, dedicated team player with attention for detail

Ability to work independently and deliver on project objectives

Capacity to be proactive and take initiatives

Good organizational skills

Effective interpersonal skills

Strong oral and written communication skills

Creative, out of the box thinker with strong analytical and problem-solving capabilities

Ability to adapt to changing drivers.",4.7,"String Bio
4.7",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Analyst,"₹302K
₹382K","x
Data Analyst

Designation : Senior Data Scientist
Experience : 7-9 years of experience of which at least 6-7 must be hands on in DataScience related work
Location: Bangalore

Desired Skills and Experience

Expert understanding and demonstrated skills of using ""R"". Exposure to SAS, Python, SPSS,Julia etc also an advantage.
Excellent ability to assimilate multi-disciplinary problems across industries, createhypotheses and craft solutions using data science skills and techniques.
Bring together different technologies to solve a problem.
Strong understanding of databases, file systems (big data stores, especially) anddatabase/SQL languages.
Very strong articulation skills. Articulation skills are both oratory and written.

Responsibilities

The individual will be a designer of solutions that address specific business outcomes. These will be across industries and functions and must be designed generically to handle reuse. Sometimes the questions will be unknown, which theindividual must creatively discover and solve.
Solutions will be complete packages of BI and advanced data science related models in ""R"".
The individual will understand the nanobi platform and lead the integration of the models and deliver the solutions on the nanobi platform for client deployment.
Work very closely with sales, pre-sales and consulting to understand customer problem specifics and solve them for wider application. In this, the individual mayhave to spend time closely at customer locations.
Must provide direction and leadership to Jr. Data Scientist in their model development.
Will also have to work with functional experts in other teams to build out businessrepresentations of the data science Work.",3.0,"Nanobi Data & Analytics
3.0",Bangalore,-1,1 to 50 Employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1
